id,title,link,category,elo_score
135,Geographical cluster,https://en.wikipedia.org/wiki/Geographical_cluster,Geography,1184
137,Primary care service area,https://en.wikipedia.org/wiki/Primary_care_service_area,Geography,1184
139,Medical geography,https://en.wikipedia.org/wiki/Medical_geography,Geography,1184
141,Geographic targeting,https://en.wikipedia.org/wiki/Geographic_targeting,Geography,1184
78,Historical culture,https://en.wikipedia.org/wiki/Historical_culture,Culture,1184
80,Imbalu,https://en.wikipedia.org/wiki/Imbalu,Culture,1184
82,Duocentric social network,https://en.wikipedia.org/wiki/Duocentric_social_network,Culture,1184
84,Cultural issues,https://en.wikipedia.org/wiki/Cultural_issues,Culture,1184
86,Algorithmic culture,https://en.wikipedia.org/wiki/Algorithmic_culture,Culture,1184
88,Historical Documents Centre,https://en.wikipedia.org/wiki/Historical_Documents_Centre,Culture,1184
90,Geography,https://en.wikipedia.org/wiki/Geography,Geography,1184
92,Population density,https://en.wikipedia.org/wiki/Population_density,Geography,1184
94,Topography,https://en.wikipedia.org/wiki/Topography,Geography,1184
96,Mountain pass,https://en.wikipedia.org/wiki/Mountain_pass,Geography,1184
98,Natural landscape,https://en.wikipedia.org/wiki/Natural_landscape,Geography,1184
100,Counter-mapping,https://en.wikipedia.org/wiki/Counter-mapping,Geography,1184
102,Geographical feature,https://en.wikipedia.org/wiki/Geographical_feature,Geography,1184
104,Small Island Developing States,https://en.wikipedia.org/wiki/Small_Island_Developing_States,Geography,1184
106,Geopark,https://en.wikipedia.org/wiki/Geopark,Geography,1184
108,Land cover,https://en.wikipedia.org/wiki/Land_cover,Geography,1184
110,Rank–size distribution,https://en.wikipedia.org/wiki/Rank–size_distribution,Geography,1184
112,Extreme environment,https://en.wikipedia.org/wiki/Extreme_environment,Geography,1184
114,Place identity,https://en.wikipedia.org/wiki/Place_identity,Geography,1184
116,Economic restructuring,https://en.wikipedia.org/wiki/Economic_restructuring,Geography,1184
118,Geoarchaeology,https://en.wikipedia.org/wiki/Geoarchaeology,Geography,1184
120,Easting and northing,https://en.wikipedia.org/wiki/Easting_and_northing,Geography,1184
122,Pan-region,https://en.wikipedia.org/wiki/Pan-region,Geography,1184
126,Glacial refugium,https://en.wikipedia.org/wiki/Glacial_refugium,Geography,1184
128,Edgelands,https://en.wikipedia.org/wiki/Edgelands,Geography,1184
130,Riverscape,https://en.wikipedia.org/wiki/Riverscape,Geography,1184
132,Solar equator,https://en.wikipedia.org/wiki/Solar_equator,Geography,1184
134,Geo-replication,https://en.wikipedia.org/wiki/Geo-replication,Geography,1184
136,Fictional geography,https://en.wikipedia.org/wiki/Fictional_geography,Geography,1184
138,Geography of aging,https://en.wikipedia.org/wiki/Geography_of_aging,Geography,1184
140,Geomorphosite,https://en.wikipedia.org/wiki/Geomorphosite,Geography,1184
142,Wikipedia:Contents/Geography and places,https://en.wikipedia.org/wiki/Wikipedia:Contents/Geography_and_places,Geography,1184
143,Health,https://en.wikipedia.org/wiki/Health,Health,1184
144,Health care,https://en.wikipedia.org/wiki/Health_care,Health,1184
145,Universal health care,https://en.wikipedia.org/wiki/Universal_health_care,Health,1184
146,Health system,https://en.wikipedia.org/wiki/Health_system,Health,1184
147,Single-payer healthcare,https://en.wikipedia.org/wiki/Single-payer_healthcare,Health,1216
148,Mens sana in corpore sano,https://en.wikipedia.org/wiki/Mens_sana_in_corpore_sano,Health,1216
149,Polyuria,https://en.wikipedia.org/wiki/Polyuria,Health,1184
150,Health policy,https://en.wikipedia.org/wiki/Health_policy,Health,1184
151,Health equity,https://en.wikipedia.org/wiki/Health_equity,Health,1184
152,Population health,https://en.wikipedia.org/wiki/Population_health,Health,1184
153,Healthcare and the LGBT community,https://en.wikipedia.org/wiki/Healthcare_and_the_LGBT_community,Health,1184
154,Behavioral medicine,https://en.wikipedia.org/wiki/Behavioral_medicine,Health,1184
155,Sleep tracking,https://en.wikipedia.org/wiki/Sleep_tracking,Health,1184
156,Community diagnosis,https://en.wikipedia.org/wiki/Community_diagnosis,Health,1184
157,Health Disparities Center,https://en.wikipedia.org/wiki/Health_Disparities_Center,Health,1184
158,Psychological impact of discrimination on health,https://en.wikipedia.org/wiki/Psychological_impact_of_discrimination_on_health,Health,1184
159,Age of onset,https://en.wikipedia.org/wiki/Age_of_onset,Health,1184
160,Relationships and health,https://en.wikipedia.org/wiki/Relationships_and_health,Health,1184
161,Attachment and health,https://en.wikipedia.org/wiki/Attachment_and_health,Health,1184
162,Trans-European Drug Information,https://en.wikipedia.org/wiki/Trans-European_Drug_Information,Health,1184
163,Medical geography,https://en.wikipedia.org/wiki/Medical_geography,Health,1184
164,Unidade de Pronto Atendimento,https://en.wikipedia.org/wiki/Unidade_de_Pronto_Atendimento,Health,1184
165,Wellbeing Literacy,https://en.wikipedia.org/wiki/Wellbeing_Literacy,Health,1184
166,History,https://en.wikipedia.org/wiki/History,History,1184
167,Translation,https://en.wikipedia.org/wiki/Translation,History,1184
168,List of time periods,https://en.wikipedia.org/wiki/List_of_time_periods,History,1184
169,Biography,https://en.wikipedia.org/wiki/Biography,History,1184
170,History of science,https://en.wikipedia.org/wiki/History_of_science,History,1184
171,Historicism,https://en.wikipedia.org/wiki/Historicism,History,1184
172,Oral history,https://en.wikipedia.org/wiki/Oral_history,History,1184
173,History of Western civilization,https://en.wikipedia.org/wiki/History_of_Western_civilization,History,1184
174,Social history,https://en.wikipedia.org/wiki/Social_history,History,1184
175,Environmental history,https://en.wikipedia.org/wiki/Environmental_history,History,1184
176,Local history,https://en.wikipedia.org/wiki/Local_history,History,1184
178,Historical figure,https://en.wikipedia.org/wiki/Historical_figure,History,1184
180,Outline of history,https://en.wikipedia.org/wiki/Outline_of_history,History,1184
182,Glossary of history,https://en.wikipedia.org/wiki/Glossary_of_history,History,1184
184,List of historical classifications,https://en.wikipedia.org/wiki/List_of_historical_classifications,History,1184
186,History of catering,https://en.wikipedia.org/wiki/History_of_catering,History,1184
188,Design,https://en.wikipedia.org/wiki/Design,Human activities,1216
190,Invention,https://en.wikipedia.org/wiki/Invention,Human activities,1216
192,Exploration,https://en.wikipedia.org/wiki/Exploration,Human activities,1184
194,Human activities,https://en.wikipedia.org/wiki/Human_activities,Human activities,1184
196,Mathematics,https://en.wikipedia.org/wiki/Mathematics,Mathematics,1216
198,Outline of mathematics,https://en.wikipedia.org/wiki/Outline_of_mathematics,Mathematics,1184
200,Wikipedia:Contents/Mathematics and logic,https://en.wikipedia.org/wiki/Wikipedia:Contents/Mathematics_and_logic,Mathematics,1184
202,Null infinity,https://en.wikipedia.org/wiki/Null_infinity,Mathematics,1184
204,Energy,https://en.wikipedia.org/wiki/Energy,Nature,1184
206,Space,https://en.wikipedia.org/wiki/Space,Nature,1184
208,Balance of nature,https://en.wikipedia.org/wiki/Balance_of_nature,Nature,1184
210,Patterns in nature,https://en.wikipedia.org/wiki/Patterns_in_nature,Nature,1184
212,Natural landscape,https://en.wikipedia.org/wiki/Natural_landscape,Nature,1184
214,Preternatural,https://en.wikipedia.org/wiki/Preternatural,Nature,1184
216,Nature-based solutions,https://en.wikipedia.org/wiki/Nature-based_solutions,Nature,1184
218,The World We Live In (Life magazine),https://en.wikipedia.org/wiki/The_World_We_Live_In_(Life_magazine),Nature,1184
220,Back to nature,https://en.wikipedia.org/wiki/Back_to_nature,Nature,1184
222,Nurture,https://en.wikipedia.org/wiki/Nurture,Nature,1184
224,Environmental Science Center,https://en.wikipedia.org/wiki/Environmental_Science_Center,Nature,1184
226,Port-Christmas,https://en.wikipedia.org/wiki/Port-Christmas,Nature,1184
228,People,https://en.wikipedia.org/wiki/People,People,1184
230,Philosophy,https://en.wikipedia.org/wiki/Philosophy,Philosophy,1184
232,Religion,https://en.wikipedia.org/wiki/Religion,Religion,1184
234,Nontheistic religion,https://en.wikipedia.org/wiki/Nontheistic_religion,Religion,1184
236,Portal:Religion,https://en.wikipedia.org/wiki/Portal:Religion,Religion,1184
238,Religion and peacebuilding,https://en.wikipedia.org/wiki/Religion_and_peacebuilding,Religion,1184
240,Theology of religions,https://en.wikipedia.org/wiki/Theology_of_religions,Religion,1184
242,Detraditionalization,https://en.wikipedia.org/wiki/Detraditionalization,Religion,1184
244,Religionym and confessionym,https://en.wikipedia.org/wiki/Religionym_and_confessionym,Religion,1184
246,Colloquium on Violence & Religion,https://en.wikipedia.org/wiki/Colloquium_on_Violence_&_Religion,Religion,1184
248,Wikipedia:Contents/Religion and belief systems,https://en.wikipedia.org/wiki/Wikipedia:Contents/Religion_and_belief_systems,Religion,1184
250,Hinduism in Telangana,https://en.wikipedia.org/wiki/Hinduism_in_Telangana,Religion,1184
252,Steek (Sikh literature),https://en.wikipedia.org/wiki/Steek_(Sikh_literature),Religion,1184
254,Society,https://en.wikipedia.org/wiki/Society,Society,1184
256,Humanities,https://en.wikipedia.org/wiki/Humanities,Society,1184
258,Industrial society,https://en.wikipedia.org/wiki/Industrial_society,Society,1184
260,Stateless society,https://en.wikipedia.org/wiki/Stateless_society,Society,1184
262,Societal marketing,https://en.wikipedia.org/wiki/Societal_marketing,Society,1184
264,Power structure,https://en.wikipedia.org/wiki/Power_structure,Society,1184
266,Parallel society,https://en.wikipedia.org/wiki/Parallel_society,Society,1184
268,Modern capitalist society,https://en.wikipedia.org/wiki/Modern_capitalist_society,Society,1184
270,Treaty body,https://en.wikipedia.org/wiki/Treaty_body,Society,1184
272,Collaborative society,https://en.wikipedia.org/wiki/Collaborative_society,Society,1184
274,Friends of society,https://en.wikipedia.org/wiki/Friends_of_society,Society,1184
276,In the Name of Tradition,https://en.wikipedia.org/wiki/In_the_Name_of_Tradition,Society,1184
278,Technological determinism,https://en.wikipedia.org/wiki/Technological_determinism,Technology,1184
280,Portal:Technology,https://en.wikipedia.org/wiki/Portal:Technology,Technology,1184
282,Outline of technology,https://en.wikipedia.org/wiki/Outline_of_technology,Technology,1184
284,Gerontechnology,https://en.wikipedia.org/wiki/Gerontechnology,Technology,1184
286,List of science and technology awards for women,https://en.wikipedia.org/wiki/List_of_science_and_technology_awards_for_women,Technology,1184
288,List of grid computing projects,https://en.wikipedia.org/wiki/List_of_grid_computing_projects,Technology,1184
290,Broadly Applicable Tracking System,https://en.wikipedia.org/wiki/Broadly_Applicable_Tracking_System,Technology,1184
292,Wikipedia:Contents/Technology and applied sciences,https://en.wikipedia.org/wiki/Wikipedia:Contents/Technology_and_applied_sciences,Technology,1184
294,Flyover (Apple Maps),https://en.wikipedia.org/wiki/Flyover_(Apple_Maps),Technology,1184
296,Hack-for-hire operation,https://en.wikipedia.org/wiki/Hack-for-hire_operation,Technology,1184
181,National memory,https://en.wikipedia.org/wiki/National_memory,History,1184
183,Historical significance,https://en.wikipedia.org/wiki/Historical_significance,History,1184
185,Historical culture,https://en.wikipedia.org/wiki/Historical_culture,History,1184
187,Iria marriage,https://en.wikipedia.org/wiki/Iria_marriage,History,1184
189,Friendship,https://en.wikipedia.org/wiki/Friendship,Human activities,1184
193,Doctor's visit,https://en.wikipedia.org/wiki/Doctor's_visit,Human activities,1184
195,Wikipedia:Contents/Human activities,https://en.wikipedia.org/wiki/Wikipedia:Contents/Human_activities,Human activities,1184
197,Language of mathematics,https://en.wikipedia.org/wiki/Language_of_mathematics,Mathematics,1184
199,Undergraduate Texts in Mathematics,https://en.wikipedia.org/wiki/Undergraduate_Texts_in_Mathematics,Mathematics,1184
201,David Smith (hobbyist),https://en.wikipedia.org/wiki/David_Smith_(hobbyist),Mathematics,1184
203,Earth,https://en.wikipedia.org/wiki/Earth,Nature,1184
205,Nature,https://en.wikipedia.org/wiki/Nature,Nature,1184
207,Supernatural,https://en.wikipedia.org/wiki/Supernatural,Nature,1184
209,Naturalism (philosophy),https://en.wikipedia.org/wiki/Naturalism_(philosophy),Nature,1184
211,Greening,https://en.wikipedia.org/wiki/Greening,Nature,1184
213,Natural product,https://en.wikipedia.org/wiki/Natural_product,Nature,1184
215,Physis,https://en.wikipedia.org/wiki/Physis,Nature,1184
217,Ecosystem health,https://en.wikipedia.org/wiki/Ecosystem_health,Nature,1216
219,Aesthetics of nature,https://en.wikipedia.org/wiki/Aesthetics_of_nature,Nature,1184
221,Natural risk,https://en.wikipedia.org/wiki/Natural_risk,Nature,1184
223,"Warren Farm, Southall","https://en.wikipedia.org/wiki/Warren_Farm,_Southall",Nature,1184
225,"Love Lake, Dubai","https://en.wikipedia.org/wiki/Love_Lake,_Dubai",Nature,1184
227,Person,https://en.wikipedia.org/wiki/Person,People,1184
229,Draft:سید علی نوریان نجف آبادی,https://en.wikipedia.org/wiki/Draft:سید_علی_نوریان_نجف_آبادی,People,1184
231,Portal:Philosophy,https://en.wikipedia.org/wiki/Portal:Philosophy,Philosophy,1184
233,Theocracy,https://en.wikipedia.org/wiki/Theocracy,Religion,1184
235,Philosophy of religion,https://en.wikipedia.org/wiki/Philosophy_of_religion,Religion,1184
237,Religious naturalism,https://en.wikipedia.org/wiki/Religious_naturalism,Religion,1184
239,Recovering from Religion,https://en.wikipedia.org/wiki/Recovering_from_Religion,Religion,1184
241,Reform (religion),https://en.wikipedia.org/wiki/Reform_(religion),Religion,1184
243,Samnite religion,https://en.wikipedia.org/wiki/Samnite_religion,Religion,1184
245,Medieval ecclesiastic historiography,https://en.wikipedia.org/wiki/Medieval_ecclesiastic_historiography,Religion,1184
247,Faith literate,https://en.wikipedia.org/wiki/Faith_literate,Religion,1184
249,Carpocratians (Gnostic sect),https://en.wikipedia.org/wiki/Carpocratians_(Gnostic_sect),Religion,1184
251,Sabine religion,https://en.wikipedia.org/wiki/Sabine_religion,Religion,1184
253,Family,https://en.wikipedia.org/wiki/Family,Society,1184
255,Human rights,https://en.wikipedia.org/wiki/Human_rights,Society,1184
257,Trade,https://en.wikipedia.org/wiki/Trade,Society,1184
259,Communist society,https://en.wikipedia.org/wiki/Communist_society,Society,1184
261,Portal:Society,https://en.wikipedia.org/wiki/Portal:Society,Society,1184
263,Origins of society,https://en.wikipedia.org/wiki/Origins_of_society,Society,1184
265,Footprint,https://en.wikipedia.org/wiki/Footprint,Society,1184
267,Affluent society,https://en.wikipedia.org/wiki/Affluent_society,Society,1184
271,"Collectors, Shooters and Hunters","https://en.wikipedia.org/wiki/Collectors,_Shooters_and_Hunters",Society,1184
273,Confessional society,https://en.wikipedia.org/wiki/Confessional_society,Society,1184
275,Wikipedia:Contents/Society and social sciences,https://en.wikipedia.org/wiki/Wikipedia:Contents/Society_and_social_sciences,Society,1184
277,Technology,https://en.wikipedia.org/wiki/Technology,Technology,1184
279,Technology and society,https://en.wikipedia.org/wiki/Technology_and_society,Technology,1184
281,History of science and technology,https://en.wikipedia.org/wiki/History_of_science_and_technology,Technology,1184
283,Technosignature,https://en.wikipedia.org/wiki/Technosignature,Technology,1184
285,Future technology,https://en.wikipedia.org/wiki/Future_technology,Technology,1184
287,Virtual environment software,https://en.wikipedia.org/wiki/Virtual_environment_software,Technology,1184
289,X-ray Reconstruction of Moving Morphology,https://en.wikipedia.org/wiki/X-ray_Reconstruction_of_Moving_Morphology,Technology,1184
291,Valencia Koomson,https://en.wikipedia.org/wiki/Valencia_Koomson,Technology,1184
293,Digital ecology,https://en.wikipedia.org/wiki/Digital_ecology,Technology,1184
295,Gigabit Multimedia Serial Link,https://en.wikipedia.org/wiki/Gigabit_Multimedia_Serial_Link,Technology,1184
297,Neutrik XLR/P10,https://en.wikipedia.org/wiki/Neutrik_XLR/P10,Technology,1216
298,Politics,https://en.wikipedia.org/wiki/Politics,Politics,1184
299,Human rights,https://en.wikipedia.org/wiki/Human_rights,Politics,1184
300,International relations,https://en.wikipedia.org/wiki/International_relations,Politics,1184
301,Political philosophy,https://en.wikipedia.org/wiki/Political_philosophy,Politics,1184
302,Public speaking,https://en.wikipedia.org/wiki/Public_speaking,Politics,1184
303,Election,https://en.wikipedia.org/wiki/Election,Politics,1184
304,Monarch,https://en.wikipedia.org/wiki/Monarch,Politics,1184
305,Referendum,https://en.wikipedia.org/wiki/Referendum,Politics,1184
306,Comparative politics,https://en.wikipedia.org/wiki/Comparative_politics,Politics,1184
307,Extrajudicial killing,https://en.wikipedia.org/wiki/Extrajudicial_killing,Politics,1184
309,Index of politics articles,https://en.wikipedia.org/wiki/Index_of_politics_articles,Politics,1184
311,Legislation,https://en.wikipedia.org/wiki/Legislation,Politics,1184
313,New Public Management,https://en.wikipedia.org/wiki/New_Public_Management,Politics,1184
315,Public opinion,https://en.wikipedia.org/wiki/Public_opinion,Politics,1184
317,Portal:Politics,https://en.wikipedia.org/wiki/Portal:Politics,Politics,1184
319,Term of office,https://en.wikipedia.org/wiki/Term_of_office,Politics,1184
321,Political faction,https://en.wikipedia.org/wiki/Political_faction,Politics,1184
323,Hypodermic needle model,https://en.wikipedia.org/wiki/Hypodermic_needle_model,Politics,1184
325,Punk ideologies,https://en.wikipedia.org/wiki/Punk_ideologies,Politics,1184
327,Two-step flow of communication,https://en.wikipedia.org/wiki/Two-step_flow_of_communication,Politics,1184
329,Postfeminism,https://en.wikipedia.org/wiki/Postfeminism,Politics,1184
331,Proto-fascism,https://en.wikipedia.org/wiki/Proto-fascism,Politics,1184
333,Crossing the floor,https://en.wikipedia.org/wiki/Crossing_the_floor,Politics,1184
335,Socialist democracy,https://en.wikipedia.org/wiki/Socialist_democracy,Politics,1184
337,Politicisation,https://en.wikipedia.org/wiki/Politicisation,Politics,1184
339,Political demography,https://en.wikipedia.org/wiki/Political_demography,Politics,1184
341,Puppet ruler,https://en.wikipedia.org/wiki/Puppet_ruler,Politics,1184
343,Political bias,https://en.wikipedia.org/wiki/Political_bias,Politics,1184
345,Political modernization,https://en.wikipedia.org/wiki/Political_modernization,Politics,1184
347,Political posturing,https://en.wikipedia.org/wiki/Political_posturing,Politics,1184
349,Health security,https://en.wikipedia.org/wiki/Health_security,Politics,1184
351,Political climate,https://en.wikipedia.org/wiki/Political_climate,Politics,1184
353,Transparency report,https://en.wikipedia.org/wiki/Transparency_report,Politics,1184
355,Libertarian anarchism,https://en.wikipedia.org/wiki/Libertarian_anarchism,Politics,1184
357,Publics,https://en.wikipedia.org/wiki/Publics,Politics,1184
359,Fan activism,https://en.wikipedia.org/wiki/Fan_activism,Politics,1184
361,Political will,https://en.wikipedia.org/wiki/Political_will,Politics,1184
363,Participation inequality,https://en.wikipedia.org/wiki/Participation_inequality,Politics,1184
365,Unseating,https://en.wikipedia.org/wiki/Unseating,Politics,1184
367,Outline of public affairs,https://en.wikipedia.org/wiki/Outline_of_public_affairs,Politics,1184
369,Treaty body,https://en.wikipedia.org/wiki/Treaty_body,Politics,1184
371,Political cognition,https://en.wikipedia.org/wiki/Political_cognition,Politics,1184
373,Political pensioner,https://en.wikipedia.org/wiki/Political_pensioner,Politics,1184
375,Phantom border,https://en.wikipedia.org/wiki/Phantom_border,Politics,1184
377,Institutionalization of politics,https://en.wikipedia.org/wiki/Institutionalization_of_politics,Politics,1184
379,North Atlantic or liberal model of media and politics,https://en.wikipedia.org/wiki/North_Atlantic_or_liberal_model_of_media_and_politics,Politics,1184
381,Political abuse,https://en.wikipedia.org/wiki/Political_abuse,Politics,1184
332,Political journalism,https://en.wikipedia.org/wiki/Political_journalism,Politics,1200
334,Religion in politics,https://en.wikipedia.org/wiki/Religion_in_politics,Politics,1200
336,Anti-politics,https://en.wikipedia.org/wiki/Anti-politics,Politics,1200
338,Chancery (diplomacy),https://en.wikipedia.org/wiki/Chancery_(diplomacy),Politics,1200
340,Politics of the International Space Station,https://en.wikipedia.org/wiki/Politics_of_the_International_Space_Station,Politics,1200
342,Criminalization,https://en.wikipedia.org/wiki/Criminalization,Politics,1200
344,Parliamentary leader,https://en.wikipedia.org/wiki/Parliamentary_leader,Politics,1200
346,World Federalism,https://en.wikipedia.org/wiki/World_Federalism,Politics,1200
